_RAJ2000 _DEJ2000 PMF SDSS S_N umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag E_B-V_ pm GLON GLAT SpType Teff e_Teff logg e_logg Teff_3D_ e_Teff_3D_ logg_3D_ e_logg_3D_ Mass e_Mass Com Sp _RA.icrs _DE.icrs Plate MJD Fiber RAJ2000 DEJ2000 SNg f_umag f_gmag f_rmag f_imag f_zmag f_pm pmPA Ag GMT Atype log_g_ e_log_g_ chi2 m_Nsp Nsp q_Nsp Type WDcat DR7 Sloan Simbad PMJ _RA _DE file C0 C1 C2 C3 C4 C5 G0 G1 G2 G3 G4 G5 X0 X1 X2 X3 X4 X5 z
150.21106 68.91821 -- 100050.65+685505.6 12 18.77 0.03 19.01 0.02 19.34 0.02 19.60 0.02 19.94 0.09 -- 57.90 -- -- -- 44562 1734 7.420 0.183 -- -- -- -- 0.486 0.0530 -- -- -- -- 1879 54478 560 150.211060 68.918214 12.02 0 0 0 0 0 1 197.3 0.310 2003-11-20T09:34:54 DA1.1_7.4 7.42 0.183 0.93 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03099.fits 27 92 136 235 338 328 6 9 13 17 20 16 6563 4860 4340 4102 3969 3888 0
150.21635 33.44517 -- 100051.92+332642.6 15 18.45 0.02 18.44 0.03 18.80 0.02 19.20 0.02 19.37 0.06 -- 3.80 -- -- -- 22888 364 7.820 0.057 -- -- -- -- 0.543 0.0270 -- -- -- -- 1948 53388 45 150.216350 33.445174 15.37 0 0 0 0 0 1 9.6 0.049 2003-04-26T04:22:18 DA2.2_7.8 7.82 0.057 0.97 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03100.fits 59 201 315 457 441 392 7 10 12 13 12 12 6563 4860 4340 4102 3969 3888 0
150.37857 31.17757 -- 100130.86+311039.2 14 19.04 0.03 18.58 0.02 18.75 0.02 18.95 0.02 19.09 0.04 -- 32.50 -- -- -- 11862 184 7.900 0.084 -- -- -- -- 0.553 0.0390 -- -- -- -- 1950 53436 558 150.378570 31.177568 14.17 0 0 0 0 0 1 250.4 0.078 2004-03-18T07:30:04 DA4.2_7.9 7.90 0.084 0.90 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03101.fits 49 214 346 323 522 446 7 12 12 12 16 14 6563 4860 4340 4102 3969 3888 0
150.42374 46.75412 -- 100141.70+464514.8 13 18.86 0.02 18.56 0.01 18.86 0.01 19.14 0.02 19.38 0.05 -- 20.10 -- -- -- 15839 234 7.860 0.055 -- -- -- -- 0.544 0.0280 -- -- -- -- 872 52339 274 150.423740 46.754120 13.91 0 0 0 0 0 1 156.1 0.050 2001-12-20T08:35:58 DA3.2_7.9 7.86 0.055 0.98 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03102.fits 41 221 394 420 517 505 7 14 14 17 18 21 6563 4860 4340 4102 3969 3888 0
150.43007 10.75506 -- 100143.22+104518.2 11 19.39 0.04 18.90 0.02 18.96 0.02 18.86 0.02 18.96 0.06 -- 126.50 -- -- -- 8202 69 8.030 0.116 -- -- -- -- 0.613 0.0710 -- -- -- -- 1308 53053 392 150.430070 10.755061 11.59 0 0 0 0 0 1 124.8 0.117 2003-01-28T06:49:27 DA6.1_8.0 8.03 0.116 0.94 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03103.fits 63 180 192 277 237 489 5 9 6 8 11 18 6563 4860 4340 4102 3969 3888 0
150.48408 17.32024 -- 100156.18+171912.8 19 18.15 0.03 18.08 0.03 18.51 0.02 18.72 0.03 18.99 0.05 -- 24.80 -- -- -- 21097 265 7.900 0.043 -- -- -- -- 0.576 0.0180 -- -- -- -- 2585 54097 518 150.484080 17.320236 19.31 0 0 0 0 0 1 211.9 0.112 2005-12-06T11:30:12 DA2.4_7.9 7.90 0.043 0.89 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03104.fits 72 254 337 556 447 454 10 10 9 13 12 12 6563 4860 4340 4102 3969 3888 0
150.49926 35.25957 -- 100159.82+351534.4 17 18.60 0.03 18.41 0.02 18.75 0.01 19.08 0.02 19.40 0.05 -- 3.30 -- -- -- 18267 212 7.990 0.040 -- -- -- -- 0.614 0.0210 -- -- -- -- 1948 53388 613 150.499260 35.259567 17.88 0 0 0 0 0 1 304.4 0.045 2003-04-26T04:25:53 DA2.8_8.0 7.99 0.040 0.91 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03105.fits 51 133 358 484 505 481 9 8 14 12 17 18 6563 4860 4340 4102 3969 3888 0
150.51635 60.81846 -- 100203.92+604906.4 41 16.99 0.01 16.59 0.01 16.84 0.01 17.06 0.01 17.32 0.03 -- 60.40 -- -- -- 13081 81 7.980 0.021 -- -- -- -- 0.597 0.0100 -- -- -- -- 770 52282 513 150.516350 60.818456 41.97 0 0 0 0 0 1 227.3 0.046 2000-04-05T05:13:21 DA3.9_8.0 7.98 0.021 0.59 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03106.fits 158 792 1383 1852 1812 1464 5 9 10 12 11 12 6563 4860 4340 4102 3969 3888 0
150.54126 14.68550 -- 100209.90+144107.8 14 18.75 0.03 18.66 0.02 18.98 0.02 19.23 0.02 19.62 0.07 -- 31.10 -- -- -- 21221 375 7.530 0.064 -- -- -- -- 0.452 0.0240 -- -- -- -- 2586 54169 299 150.541260 14.685496 14.95 0 0 0 0 0 1 247.7 0.115 2006-01-06T10:32:56 DA2.4_7.5 7.53 0.064 0.99 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03107.fits 53 197 304 406 408 534 10 13 12 12 9 16 6563 4860 4340 4102 3969 3888 0
150.54530 2.97261 -- 100210.87+025821.4 13 19.01 0.03 18.87 0.02 19.14 0.02 19.41 0.03 19.64 0.09 -- 41.30 -- -- -- 18495 299 7.900 0.061 -- -- -- -- 0.570 0.0280 -- -- -- -- 501 52235 364 150.545300 2.972611 13.18 0 0 0 0 0 1 120.1 0.091 2000-05-05T04:53:57 DA2.7_7.9 7.90 0.061 0.99 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03108.fits 45 132 213 326 444 374 10 11 8 14 14 10 6563 4860 4340 4102 3969 3888 0
150.56081 1.14067 -- 100214.59+010826.4 51 18.15 0.03 17.81 0.02 18.06 0.02 18.25 0.02 18.55 0.04 -- 39.90 -- -- -- 14733 90 7.970 0.016 -- -- -- -- 0.595 0.0090 -- -- -- -- 2867 54479 579 150.560810 1.140667 51.99 0 0 0 0 0 1 172.9 0.091 2000-11-30T11:11:09 DA3.4_8.0 7.97 0.016 1.16 dup- 1371 a DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03109.fits 54 288 494 624 695 443 4 9 11 11 13 10 6563 4860 4340 4102 3969 3888 0
150.56082 1.14063 -- 100214.60+010826.3 27 18.15 0.03 17.81 0.02 18.06 0.02 18.25 0.02 18.55 0.04 -- 39.90 -- -- -- 13201 242 8.030 0.043 -- -- -- -- -- -- -- -- -- -- 501 52235 219 150.560820 1.140631 27.29 0 0 0 0 0 1 172.9 0.091 2000-11-30T11:11:09 DA3.8_8.0 8.03 0.043 0.96 dup- 1371 "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03110.fits 93 283 446 569 612 603 10 9 11 12 13 15 6563 4860 4340 4102 3969 3888 0
150.59376 29.46528 -- 100222.50+292755.0 40 15.71 0.01 16.14 0.01 16.66 0.02 17.01 0.02 17.35 0.02 -- 20.90 -- -- -- 70293 1373 7.630 0.065 -- -- -- -- 0.588 0.0250 -- -- -- -- 1950 53436 124 150.593760 29.465282 40.35 0 0 0 0 158329674399744 1 259.4 0.074 2004-04-15T05:41:04 DA0.7_7.6 7.63 0.065 0.59 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03111.fits 116 462 777 1090 830 1453 10 12 9 15 15 16 6563 4860 4340 4102 3969 3888 0
150.59645 8.96009 -- 100223.15+085736.3 12 18.73 0.02 18.58 0.02 18.90 0.02 19.14 0.02 19.34 0.06 -- 18.30 -- -- -- 19649 352 7.280 0.076 -- -- -- -- 0.377 0.0200 -- -- -- -- 1307 52999 54 150.596450 8.960087 12.57 0 0 0 0 0 1 198.8 0.124 2002-12-07T11:37:20 DA2.6_7.3 7.28 0.076 0.89 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03112.fits 55 260 352 414 560 524 8 18 15 11 14 14 6563 4860 4340 4102 3969 3888 0
150.62086 30.70557 -- 100229.01+304220.1 13 19.08 0.03 18.65 0.02 18.54 0.02 18.54 0.01 18.67 0.04 -- 16.90 -- -- -- 8028 56 7.800 0.105 -- -- -- -- 0.495 0.0500 -- -- -- -- 1950 53436 596 150.620860 30.705571 13.70 0 0 0 0 0 1 81.0 0.065 2004-04-15T05:42:16 DA6.3_7.8 7.80 0.105 0.89 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03113.fits 73 187 416 351 449 315 6 7 12 10 12 12 6563 4860 4340 4102 3969 3888 0
150.62994 36.25101 -- 100231.19+361503.6 14 18.56 0.02 18.03 0.05 18.10 0.03 18.27 0.03 18.43 0.02 -- 16.10 -- -- -- 9752 60 7.800 0.120 -- -- -- -- 0.499 0.0590 -- -- -- -- 1596 52998 63 150.629940 36.251012 14.53 0 0 0 0 0 1 302.5 0.044 2003-03-07T07:01:09 DA5.2_7.8 7.80 0.120 0.88 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03114.fits 73 269 404 430 400 603 5 8 10 11 13 16 6563 4860 4340 4102 3969 3888 0
150.66074 58.30999 -- 100238.58+581836.0 15 18.75 0.03 18.28 0.03 18.49 0.02 18.68 0.02 18.91 0.05 -- 23.90 -- -- -- 11686 152 8.100 0.070 -- -- -- -- 0.660 0.0450 -- -- -- -- 558 52317 573 150.660740 58.309991 15.13 0 0 0 0 0 1 141.6 0.044 2000-11-27T10:33:30 DA4.3_8.1 8.10 0.070 0.90 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03115.fits 53 176 364 605 598 529 7 8 12 15 11 12 6563 4860 4340 4102 3969 3888 0
150.70877 14.13879 -- 100250.10+140819.6 15 18.86 0.03 18.68 0.03 18.95 0.02 19.27 0.02 19.63 0.06 -- 10.60 -- -- -- 18428 296 7.650 0.056 -- -- -- -- 0.475 0.0280 -- -- -- -- 2586 54169 276 150.708770 14.138789 15.51 0 0 0 0 0 1 161.1 0.104 2006-01-31T09:13:31 DA2.7_7.6 7.65 0.056 0.95 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03116.fits 41 228 313 496 556 507 8 11 13 15 18 18 6563 4860 4340 4102 3969 3888 0
150.74951 9.66388 -- 100259.88+093950.0 11 18.93 0.02 18.94 0.02 19.32 0.02 19.60 0.03 20.04 0.12 -- 13.10 -- -- -- 23014 515 7.860 0.073 -- -- -- -- 0.562 0.0320 -- -- -- -- 1308 53053 300 150.749510 9.663881 11.33 0 0 0 0 0 1 2.3 0.136 2002-12-14T11:19:55 DA2.2_7.9 7.86 0.073 1.23 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03117.fits 55 146 265 342 448 536 8 8 11 17 19 24 6563 4860 4340 4102 3969 3888 0
150.76242 41.88732 -- 100302.98+415314.4 12 18.94 0.02 18.77 0.02 19.15 0.02 19.51 0.03 19.67 0.10 -- 12.00 -- -- -- 19688 338 7.540 0.064 -- -- -- -- 0.449 0.0260 -- -- -- -- 1217 52672 560 150.762420 41.887325 12.62 0 0 0 0 0 1 114.9 0.057 2002-12-13T10:51:58 DA2.6_7.5 7.54 0.064 0.97 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03118.fits 46 173 251 434 469 415 9 12 12 18 13 12 6563 4860 4340 4102 3969 3888 0
150.76909 23.87937 -- 100304.58+235245.7 14 19.34 0.03 18.64 0.02 18.30 0.01 18.18 0.01 18.15 0.02 -- 103.10 -- -- -- 6331 29 7.850 0.116 -- -- -- -- 0.511 0.0600 -- -- -- -- 2298 53737 603 150.769090 23.879367 14.61 0 0 0 0 0 1 244.2 0.129 2004-12-20T12:12:58 UNA8.0_7.9 7.85 0.116 0.94 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03119.fits 67 166 154 206 260 434 5 8 8 14 12 25 6563 4860 4340 4102 3969 3888 0
150.77654 20.05640 -- 100306.37+200323.0 22 18.67 0.03 18.21 0.02 18.19 0.02 18.24 0.02 18.45 0.03 -- 46.20 -- -- -- 9295 43 8.320 0.068 -- -- -- -- 0.790 0.0450 -- -- -- -- 2364 53737 250 150.776540 20.056398 22.41 0 0 0 0 0 1 277.0 0.097 2005-02-04T07:53:42 DA5.4_8.3 8.32 0.068 0.98 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03120.fits 76 216 360 523 463 511 5 7 9 12 11 14 6563 4860 4340 4102 3969 3888 0
150.80519 56.20246 -- 100313.25+561208.9 13 19.11 0.03 18.83 0.02 19.15 0.02 19.40 0.02 19.70 0.07 -- 64.70 -- -- -- 16683 260 7.820 0.059 -- -- -- -- 0.527 0.0280 -- -- -- -- 945 52652 451 150.805190 56.202462 13.71 0 0 0 0 0 1 185.0 0.033 2001-04-15T04:24:36 DA3.0_7.8 7.82 0.059 0.99 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03121.fits 43 150 243 224 330 306 9 16 15 12 13 15 6563 4860 4340 4102 3969 3888 0
150.81814 -0.39360 -- 100316.35-002337.0 48 15.98 0.02 15.93 0.01 16.24 0.01 16.56 0.01 16.85 0.01 -- 50.20 -- -- -- 20372 99 7.890 0.016 -- -- -- -- 0.569 0.0090 -- -- -- -- 2852 54468 78 150.818140 -0.393600 48.91 0 0 0 0 0 1 253.3 0.178 2001-02-22T08:43:28 CH:DA2.5_7.9 7.89 0.016 1.17 dup- 1372 a DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_03122.fits 279 1227 2520 3084 3485 2363 5 8 10 13 12 10 6563 4860 4340 4102 3969 3888 0
150.81814 -0.39360 -- 100316.35-002337.0 41 15.98 0.02 15.93 0.01 16.24 0.01 16.56 0.01 16.85 0.01 -- 50.20 -- -- -- 20056 104 7.940 0.018 -- -- -- -- -- -- -- -- -- -- 269 51910 231 150.818140 -0.393600 41.74 0 0 0 0 0 1 253.3 0.178 2001-02-22T08:43:28 DA2.5_7.9 7.94 0.018 0.58 dup- 1372 "" DA 2 DR7 Sloan Simbad -- -- -- DA_high_SN_03123.fits 241 1356 2901 3745 4461 3050 4 8 11 12 13 13 6563 4860 4340 4102 3969 3888 0
150.81967 35.73175 -- 100316.72+354354.3 11 19.03 0.03 18.67 0.03 18.61 0.02 18.64 0.02 18.70 0.04 -- 101.90 -- -- -- 7818 64 8.180 0.107 -- -- -- -- -- -- -- -- -- -- 1951 53389 389 150.819670 35.731752 11.79 0 0 0 0 0 1 255.6 0.036 2003-04-26T04:27:05 DA6.4_8.2 8.18 0.107 0.95 dup- 1373 "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03124.fits 59 145 227 383 385 480 5 7 8 12 15 33 6563 4860 4340 4102 3969 3888 0
150.81967 35.73175 -- 100316.72+354354.3 19 19.03 0.03 18.67 0.03 18.61 0.02 18.64 0.02 18.70 0.04 -- 101.90 -- -- -- 7743 44 8.290 0.070 -- -- -- -- 0.769 0.0450 -- -- -- -- 2407 53771 331 150.819670 35.731752 19.45 0 0 0 0 0 1 255.6 0.036 2003-04-26T04:27:05 DA6.5_8.3 8.29 0.070 1.18 dup- 1373 a DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03125.fits 52 149 178 218 196 279 5 7 10 9 10 16 6563 4860 4340 4102 3969 3888 0
150.85086 21.59050 -- 100324.21+213525.8 49 16.54 0.02 16.55 0.02 16.94 0.02 17.22 0.02 17.49 0.02 -- 41.90 -- -- -- 21392 100 7.910 0.015 -- -- -- -- 0.581 0.0050 -- -- -- -- 2364 53737 389 150.850860 21.590495 49.78 0 0 32 0 0 1 258.4 0.108 2005-02-04T06:08:01 DA2.4_7.9 7.91 0.015 0.68 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03126.fits 167 795 1525 1738 1679 1299 5 8 10 10 11 10 6563 4860 4340 4102 3969 3888 0
150.85553 19.15806 -- 100325.33+190929.0 18 18.93 0.03 18.52 0.02 18.53 0.02 18.61 0.02 18.79 0.04 -- 43.00 -- -- -- 9000 45 8.020 0.068 -- -- -- -- 0.609 0.0410 -- -- -- -- 2371 53762 582 150.855530 19.158060 18.12 0 0 0 0 0 1 171.6 0.108 2005-03-10T06:37:13 DA5.6_8.0 8.02 0.068 0.88 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03127.fits 54 179 266 375 274 373 4 7 7 10 8 10 6563 4860 4340 4102 3969 3888 0
150.89341 10.63231 -- 100334.42+103756.3 17 18.61 0.02 18.27 0.03 18.49 0.02 18.76 0.03 18.98 0.05 -- 40.60 -- -- -- 12986 335 8.150 0.067 -- -- -- -- 0.692 0.0440 -- -- -- -- 1307 52999 547 150.893410 10.632313 17.12 0 0 0 0 0 1 229.1 0.114 2003-01-28T06:51:15 DA3.9_8.1 8.15 0.067 0.93 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03128.fits 63 231 483 560 497 508 8 10 15 11 12 12 6563 4860 4340 4102 3969 3888 0
150.89364 0.48092 -- 100334.47+002851.3 11 19.94 0.04 19.75 0.03 20.08 0.02 20.22 0.04 20.56 0.19 -- 20.40 -- -- -- 18598 384 7.700 0.075 -- -- -- -- 0.488 0.0320 -- -- -- -- 2867 54479 583 150.893640 0.480923 11.84 0 0 0 0 0 1 164.5 0.101 2001-02-22T08:43:28 DA2.7_7.7 7.70 0.075 1.25 dup- 1374 a DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03129.fits 16 52 114 160 148 189 7 8 13 17 14 17 6563 4860 4340 4102 3969 3888 0
150.91202 28.59765 -- 100338.88+283551.5 15 18.76 0.02 18.37 0.02 18.40 0.02 18.50 0.02 18.62 0.04 -- 113.40 -- -- -- 9447 51 8.210 0.068 -- -- -- -- 0.722 0.0450 -- -- -- -- 2345 53757 442 150.912020 28.597647 15.79 0 0 0 0 0 1 144.2 0.081 2004-05-14T03:53:52 DA5.3_8.2 8.21 0.068 0.90 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03130.fits 85 214 392 446 561 413 8 8 9 11 13 11 6563 4860 4340 4102 3969 3888 0
150.98248 33.06421 -- 100355.80+330351.2 38 17.24 0.01 16.84 0.03 16.88 0.02 17.01 0.02 17.14 0.02 -- 75.60 -- -- -- 9540 22 8.230 0.026 -- -- -- -- 0.734 0.0190 -- -- -- -- 1952 53378 331 150.982480 33.064209 38.40 0 0 0 0 0 1 232.3 0.057 2004-01-31T09:54:42 DA5.3_8.2 8.23 0.026 0.77 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03131.fits 227 678 1261 1599 1523 1338 6 6 8 9 10 10 6563 4860 4340 4102 3969 3888 0
150.98443 54.01791 -- 100356.26+540104.5 34 17.69 0.02 17.27 0.01 17.34 0.02 17.44 0.02 17.57 0.02 -- 151.00 -- -- -- 9705 24 8.220 0.031 -- -- -- -- 0.728 0.0190 -- -- -- -- 945 52652 201 150.984430 54.017909 34.80 0 0 0 0 0 1 225.6 0.022 2002-02-13T08:54:02 DA5.2_8.2 8.22 0.031 0.82 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03132.fits 130 513 857 920 1099 716 5 7 9 9 12 11 6563 4860 4340 4102 3969 3888 0
151.00983 23.41042 -- 100402.36+232437.5 18 18.24 0.02 18.29 0.03 18.64 0.02 18.96 0.02 19.43 0.06 -- 6.60 -- -- -- 23151 330 7.840 0.047 -- -- -- -- 0.553 0.0230 -- -- -- -- 2298 53737 623 151.009830 23.410421 18.08 0 0 0 0 0 1 39.9 0.112 2004-12-20T12:12:58 DA2.2_7.8 7.84 0.047 0.95 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03133.fits 73 250 436 498 462 379 9 12 13 13 9 13 6563 4860 4340 4102 3969 3888 0
151.04778 39.20798 -- 100411.47+391228.7 12 18.52 0.03 18.53 0.01 18.95 0.02 19.25 0.02 19.55 0.06 -- 25.60 -- -- -- 21961 402 7.830 0.066 -- -- -- -- 0.546 0.0320 -- -- -- -- 1356 53033 194 151.047780 39.207981 12.27 0 0 0 0 0 1 162.2 0.050 2003-03-24T02:51:22 DA2.3_7.8 7.83 0.066 0.91 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03134.fits 57 179 328 388 613 567 7 10 15 14 12 20 6563 4860 4340 4102 3969 3888 0
151.05533 28.98226 -- 100413.28+285856.1 30 16.89 0.01 17.32 0.02 17.80 0.01 18.15 0.02 18.46 0.03 -- 35.00 -- -- -- 48932 808 7.820 0.061 -- -- -- -- 0.602 0.0240 -- -- -- -- 2345 53757 535 151.055330 28.982257 30.20 0 0 0 0 0 1 239.5 0.082 2004-05-14T03:55:03 DA1.0_7.8 7.82 0.061 0.69 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03135.fits 54 237 441 490 511 452 9 10 12 12 16 14 6563 4860 4340 4102 3969 3888 0
151.08067 4.73291 -- 100419.36+044358.5 21 18.33 0.03 17.92 0.02 17.97 0.02 18.09 0.02 18.23 0.03 -- 106.00 -- -- -- 9520 40 8.230 0.058 -- -- -- -- 0.734 0.0390 -- -- -- -- 572 52289 612 151.080670 4.732910 21.36 0 0 0 0 0 1 255.9 0.066 2001-02-20T05:36:29 DA5.3_8.2 8.23 0.058 0.89 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03136.fits 101 288 410 546 555 426 6 8 8 10 12 11 6563 4860 4340 4102 3969 3888 0
151.17902 20.05524 -- 100442.96+200318.9 18 18.40 0.03 18.06 0.03 18.03 0.02 18.06 0.02 18.18 0.03 -- -- -- -- -- 8298 46 8.600 0.060 -- -- -- -- 0.966 0.0330 -- -- -- -- 2372 53768 373 151.179020 20.055242 18.31 0 0 0 0 0 -- -- 0.096 2005-03-12T05:25:35 DA6.1_8.6 8.60 0.060 0.85 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03137.fits 138 242 383 424 521 348 6 5 7 9 14 13 6563 4860 4340 4102 3969 3888 0
151.18461 8.62991 -- 100444.31+083747.7 15 18.18 0.02 18.07 0.02 18.41 0.02 18.72 0.02 18.99 0.06 -- 179.40 -- -- -- 19804 296 7.900 0.055 -- -- -- -- 0.573 0.0280 -- -- -- -- 1236 52751 497 151.184610 8.629905 15.19 0 0 0 0 0 1 252.1 0.100 2002-12-07T11:39:43 DA2.5_7.9 7.90 0.055 0.99 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03138.fits 98 222 429 535 485 581 9 13 14 17 11 21 6563 4860 4340 4102 3969 3888 0
151.21270 25.42929 -- 100451.05+252545.5 15 18.44 0.02 18.40 0.02 18.76 0.02 19.14 0.02 19.34 0.06 -- 16.30 -- -- -- 21410 346 7.920 0.055 -- -- -- -- -- -- -- -- -- -- 2344 53740 21 151.212700 25.429295 15.26 0 0 0 0 0 1 131.0 0.126 2004-12-15T09:24:33 DA2.4_7.9 7.92 0.055 1.12 dup- 1376 "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03139.fits 33 175 349 414 878 523 4 11 11 10 22 17 6563 4860 4340 4102 3969 3888 0
151.21270 25.42929 -- 100451.05+252545.5 32 18.44 0.02 18.40 0.02 18.76 0.02 19.14 0.02 19.34 0.06 -- 16.30 -- -- -- 20904 165 7.870 0.026 -- -- -- -- 0.561 0.0140 -- -- -- -- 2406 54084 266 151.212700 25.429295 32.13 0 0 0 0 0 1 131.0 0.126 2004-12-15T09:24:33 DA2.4_7.9 7.87 0.026 1.10 dup- 1376 a DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03140.fits 35 172 309 401 476 326 6 10 11 14 15 11 6563 4860 4340 4102 3969 3888 0
151.21586 19.42234 -- 100451.81+192520.4 16 19.08 0.03 18.76 0.02 19.14 0.02 19.31 0.02 19.59 0.07 -- 31.60 -- -- -- 16508 227 7.840 0.047 -- -- -- -- 0.536 0.0230 -- -- -- -- 2371 53762 612 151.215860 19.422335 16.03 0 0 0 0 0 1 128.7 0.100 2005-03-10T06:39:00 DA3.1_7.8 7.84 0.047 1.01 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03141.fits 52 127 214 335 326 329 9 8 11 15 12 12 6563 4860 4340 4102 3969 3888 0
151.33773 53.90234 -- 100521.06+535408.4 20 18.58 0.03 18.08 0.02 17.82 0.02 17.77 0.02 17.77 0.03 -- 262.30 -- -- -- 6725 41 8.080 0.076 -- -- -- -- 0.638 0.0520 -- -- -- -- 903 52400 445 151.337730 53.902336 20.49 0 0 0 0 0 1 213.2 0.032 2002-01-09T07:07:04 UNA7.5_8.1 8.08 0.076 0.81 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03142.fits 110 219 308 318 310 282 4 6 7 12 15 11 6563 4860 4340 4102 3969 3888 0
151.34969 27.93026 -- 100523.93+275549.0 38 16.22 0.01 16.56 0.02 16.99 0.02 17.34 0.02 17.71 0.03 -- 11.90 -- -- -- 33645 135 8.060 0.030 -- -- -- -- 0.680 0.0180 -- -- -- -- 2345 53757 599 151.349690 27.930265 38.96 0 32 0 0 0 1 292.9 0.106 2004-05-14T03:54:27 DA1.5_8.1 8.06 0.030 0.57 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03143.fits 133 580 960 1207 1422 763 6 8 9 12 17 14 6563 4860 4340 4102 3969 3888 0
151.35674 13.45070 -- 100525.62+132702.5 14 19.19 0.03 18.69 0.02 18.83 0.02 19.00 0.02 19.25 0.05 -- 2.90 -- -- -- 12049 202 8.120 0.082 -- -- -- -- 0.672 0.0510 -- -- -- -- 2586 54169 198 151.356740 13.450701 14.41 0 0 0 0 0 1 343.9 0.154 2003-01-28T09:40:45 DA4.2_8.1 8.12 0.082 0.95 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03144.fits 59 154 282 355 386 626 12 9 10 11 14 19 6563 4860 4340 4102 3969 3888 0
151.43300 30.79575 -- 100543.92+304744.7 38 15.98 0.02 16.35 0.02 16.90 0.01 17.23 0.01 17.59 0.02 -- 4.90 -- -- -- 63878 1295 7.720 0.064 -- -- -- -- 0.599 0.0220 -- -- -- -- 1953 53358 378 151.433000 30.795751 38.43 0 0 0 0 0 1 172.4 0.068 2004-04-16T05:27:43 DA0.8_7.7 7.72 0.064 0.60 uniq -- "" DA 0 DR7 Sloan Simbad -- -- -- DA_high_SN_03145.fits 78 469 1018 680 759 655 10 14 14 8 16 9 6563 4860 4340 4102 3969 3888 0
151.44884 3.14118 -- 100547.72+030828.2 21 18.14 0.02 17.71 0.02 17.66 0.02 17.66 0.02 17.77 0.02 -- 102.10 -- -- -- 7999 36 7.990 0.063 -- -- -- -- 0.590 0.0340 -- -- -- -- 573 52325 204 151.448840 3.141179 21.36 0 0 0 0 0 1 274.9 0.081 2001-02-20T08:59:26 DA6.3_8.0 7.99 0.063 0.81 uniq -- "" DA 1 DR7 Sloan Simbad -- -- -- DA_high_SN_03146.fits 97 298 497 589 571 606 3 5 8 9 10 16 6563 4860 4340 4102 3969 3888 0
